file,strings,chars,C0,C1,CJK,CR,CYR,DBLSP,EMOJI,EMPTY,ESCSEQ,FFFD,GREEK,HTMLENT,LONGTOK,LSEP,MOJI,NBSP,NON_NFC,PUA,PUNCTRUN,SYMBOL,TAB,URL,WS_EDGE,X000D,ZW
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b15_cs.json,21,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b15_en.json,21,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b16_en.json,21,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b17_en.json,21,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b1_cs.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b1_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b2_cs.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b2_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b3_cs.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b3_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b4_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b5_cs.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
